CaseLocation,Expenses,LengthAbandoned
725 E ST CATHERINE ST,202.11,1465
725 LOUIS COLEMAN JR DR,3026.59,1579
725 S 24TH ST,0,1116
726 CALDWELL ST,0,1277
726 DR W J HODGE ST,0,1151
726 E BRECKINRIDGE ST,475.97,737
726 IOWA AVE,3158.45,1503
726 S 15TH ST,62.5,439
726 S 16TH ST,562.75,1555
726 S 23RD ST,463,1041
726 S 37TH ST,324.75,730
726 S 38TH ST,291.97,100
726 S 40TH ST,0,653
726 SUTCLIFFE AVE,2560.91,1516
726 W WHITNEY AVE,328,1081
727 BURTON AVE,964.75,1136
727 COKE ST,4207.03,1502
727 E BROADWAY,84,31
727 E KENTUCKY ST,3967.25,1493
727 IROQUOIS AVE,0,484
727 LOUIS COLEMAN JR DR,0,17
727 S 23RD ST,0,1041
727 S 24TH ST,108.9,1047
727 SUTCLIFFE AVE,1567.33,1549
727 W WHITNEY AVE,2241.97,1516
728 CECIL AVE,2552.57,1585
728 DEARBORN AVE,0,821
728 HARDY AVE,1194.65,1060
728 S 22ND ST,0,1104
728 S 24TH ST 1,1510.99,1116
728 S 39TH ST,125,1172
728 S 41ST ST,3121.44,1559
728 S BARBEE WAY,170.4,1040
729 CALDWELL ST,2534.49,1473
729 CAMP ST,4791.83,1488
729 E JACOB ST,1414.5,1390
729 E KENTUCKY ST,0,115
729 E OAK ST,1374,998
729 LOUIS COLEMAN JR DR,2284.2,1460
729 S 23RD ST,0,1033
729 S 35TH ST,3839.75,1522
729 S 38TH ST,4541.07,1549
729 S 6TH ST,0,765
730 CALDWELL ST,0,1240
730 E JACOB ST,1771.04,381
730 GHEENS AVE,406,1199
730 IOWA AVE,1547.75,641
730 LOGAN ST,614,1115
730 S 22ND ST,0,1104
730 S SHELBY ST,0,7
730 SUTCLIFFE AVE,2088.26,1496
730 W WHITNEY AVE,1092.93,1517
7301 AUTUMN TRACE DR 101,0,762
7301 FEGENBUSH LN 101,363.97,1152
7301 KENTUCKY AVE,1617.75,1558
7301 WESBORO RD,0,215
7303 AUTUMN TRACE DR 101,0,762
7303 ETHAN ALLEN WAY,1207.69,1089
7303 QUINDERO RUN RD,0,838
7304 BETSY ROSS DR,1197,1319
7304 DIXIE HWY,1327.63,494
7304 HELEN AVE,127,1493
7304 SMYRNA RD,1417,1524
7305 AUTUMN TRACE DR 101,0,762
7307 AUTUMN TRACE DR 101,0,762
7307 RAINBOW DR,366.75,1529
7309 AUTUMN TRACE DR 101,0,716
7309 NATHAN HALE WAY,229.47,373
7309 RAINBOW DR,0,1004
731 IOWA AVE,1724.44,1446
731 S 16TH ST,737,1570
731 S 22ND ST,1264.5,1060
731 S 23RD ST,0,1041
731 S 24TH ST,229.47,1151
731 W ST CATHERINE ST,1969.66,1528
7310 BROOK MEADOW DR,0,1020
7315 NATHAN HALE WAY,1394,793
7317 BETSY ROSS DR,0,1291
7318 DIXIE HWY,108.25,47
732 HARDY AVE,0,1516
732 S 16TH ST,2292.5,1570
732 S 23RD ST,236.5,382
732 S 24TH ST,0,1164
732 S 35TH ST,5100.82,1545
732 S 39TH ST,94,414
732 ZANE ST,575.68,1403
7323 MARIA AVE,571.25,1125
733 COLORADO AVE,649,1555
733 IOWA AVE,652.5,1447
733 S 23RD ST,0,960
734 DR W J HODGE ST,0,1013
734 IOWA AVE,0,1494
734 LOGAN ST,184.25,114
734 S 16TH ST,2312.5,1570
734 S 23RD ST,491.66,1046
734 S 24TH ST,562.55,1314
734 ZANE ST,661.94,1248
735 BURTON AVE,125,1048
735 GAGEL AVE,0,1013
735 GHEENS AVE,417,1451
735 S 35TH ST,246.5,493
735 S BARBEE WAY,1070,1208
736 DR W J HODGE ST,0,1013
736 S 15TH ST,3264.74,5815
736 S 16TH ST,2287.2200000000003,1570
736 S 23RD ST,473,985
736 S 24TH ST,1043.29,1045
736 S 32ND ST,606.25,712
736 SUTCLIFFE AVE,158.25,1327
737 S 22ND ST,0,663
737 S 23RD ST,304.5,1158
737 S 24TH ST,578.11,1579
737 S 33RD ST,0,801
737 S 38TH ST,62.5,131
737 S PRESTON ST,304.5,704
738 DR W J HODGE ST,0,1013
738 LOUIS COLEMAN JR DR,2724.74,1461
738 S 23RD ST,3246.04,1195
738 S 24TH ST,0,1061
738 S 36TH ST,4952.42,1461
738 S 37TH ST,0,730
739 S 23RD ST,114.74,1160
740 E KENTUCKY ST,0,-Inf
740 S 15TH ST,2752.74,1555
740 S 22ND ST,101.5,1034
740 ZIEGLER ST,1317.75,1488
7401 WATSON LN,2892.4700000000003,1551
7402 DUNKIRK LN,0,289
7403 FEYHURST DR,1151.25,416
7403 PAIUTE RD,93.75,1194
7404 CROSS CREEK BLVD,0,822
7407 RONAN DR,625.5,1213
7407 SHEPHERDSVILLE RD,1194,1150
7408 MAURER LN,0,1537
741 S 16TH ST,809.65,1159
741 S 36TH ST,246.5,408
741 S 40TH ST,1737.3700000000001,1555
741 SUTCLIFFE AVE,0,408
7410 DUNKIRK LN,814.5,40
7410 MAYROW DR,2523,1431
7412 RONAN DR,0,1214
7413 FEYHURST DR 3,970.5,1066
7413 HALLMARK DR,203,775
7414 BLUE WING DR,1961.5,1249
7415 FEYHURST DR 1,655,864
7418 CONJAR CT,0,88
742 BRENT ST,1341.29,1566
742 IOWA AVE,953.69,1131
742 LOUIS COLEMAN JR DR,894.24,1461
742 S 15TH ST,2826.74,1555
742 S 41ST ST,609,40
743 S 42ND ST,1877.28,1460
743 SUTCLIFFE AVE,0,634
744 S 32ND ST,0,1425
744 S 41ST ST,5167.46,1500
744 S 43RD ST,392.5,1502
745 S 43RD ST,1706.01,1445
747 E JEFFERSON ST,0,123
747 S 23RD ST,128.54,985
747 S 33RD ST,992.04,1507
747 S 36TH ST,965,537
747 S 43RD ST,0,820
747 S 44TH ST,2277.32,1207
748 BRENT ST,328.75,1566
748 S 23RD ST,247.05,1013
748 S 39TH ST,0,1405
749 S 23RD ST,143.94,997
749 S 43RD ST,0,820
749 S CLAY ST,5979.4,1446
7490 VIRGINIA AVE,0,1199
7493 GREENWOOD MANOR RD,761.5,1563
7495 RALSTON AVE,536,96
750 BRENT ST,436,1566
750 S 22ND ST,428.25,1146
7500 PRESTON HWY,93.75,1563
7501 BARDSTOWN RD,282,1150
7501 NANCY LN,1159.25,892
7501 S WATTERSON TRL,655.5,1451
7501 TERRY RD,0,600
7502 FAXON CT,1015.5,1202
7504 BEECHSPRING FARM BLVD,433,33
7504 COVE DR,619,1209
7506 NORWICH BLVD,0,857
7507 BEECHSPRING FARM BLVD,1108.44,397
7507 EDENROC LN,0,1531
7508 GLASER LN,141,417
7508 NOTTOWAY CIR,491,88
751 S 43RD ST,1452.25,817
7510 NANCY LN,3371.02,331
7511 ST ANDREWS CHURCH RD,0,1068
7513 ALUMA LN,70.08,1019
7513 BEECHSPRING FARM BLVD,1515.5,290
7513 GARRISON RD 1,0,774
7513 WIMSTOCK AVE,0,718
7514 CEDAR CREEK RD,6041.08,1528
7515 BEECHSPRING FARM BLVD,1318.45,397
7515 WIMSTOCK AVE,0,509
7517 BEECHSPRING FARM BLVD,1348.45,397
7519 BEECHSPRING FARM BLVD,1636.72,397
7519 PRESTON HWY,0,-Inf
752 BRENT ST,436,1566
7533 NACHAND LN,543.25,613
754 BRENT ST,329.75,1566
757 S CLAY ST,108.25,32
760 BRENT ST,0,1209
7600 GREEN MILL DR,974.25,442
7600 PARKRIDGE TRCE,0,17
7600 REVOLUTIONARY CT,0,1186
7601 MACKIE LN,0,514
7601 MARIE ANNA DR,518,165
7602 GERALD AVE,0,711
7605 BEULAH CHURCH RD,2189.25,731
7605 BURRICE CT,281.5,145
7606 BURRICE CT,2090,794
761 S CLAY ST,0,61
7611 NANCY LN,252.5,1403
7614 NANCY LN,0,414
7616 NANCY LN,537.29,1027
7616 RIVER RD,93.75,1040
7618 NANCY LN,2410,1517
7618 NORWICH BLVD,1707.25,1437
762 BRENT ST,327.75,1566
7621 NEWTON CT,0,1529
763 S SHELBY ST,0,1940
7632 3RD STREET RD,125,1075
766 S SHELBY ST,880.8299999999999,1425
767 S CLAY ST,108.25,32
769 S CLAY ST,108.25,32
7700 GREENWOOD RD,0,1538
7700 LESANE DR,410,1412
7700 NEW LA GRANGE RD,577.68,1578
7700 WHITFIELD DR,358.75,1550
7701 OUTER LOOP,0,1451
7702 APPLE VALLEY DR,0,334
7703 GAYEWAY DR,0,1067
7704 MARY SUE DR,682,1249
7705 NORWOOD DR,935.5,745
7707 POINSETTIA DR,0,115
7707 SUNBURY LN,1617.29,1228
7709 3RD STREET RD,4579.25,963
7709 BEULAH CHURCH RD,0,954
771 LOGAN ST,216.5,407
7711 SIERRA TRL,163.82,366
7713 TEMPSCLAIR RD,93.75,1181
7714 BURR LN,5988.32,1585
7715 BEULAH CHURCH RD,1300.75,625
7715 SHAKER MILL RD,0,817
7716 WOOD DUCK WAY,0,397
7717 SIERRA TRL,2094.66,1531
7718 ST BERNARD CT,459.5,208
7722 ROCHELLE RD,94,705
7723 SHAKER MILL RD,125,107
7726 CARNATION DR,616.75,338
7728 ROCHELLE RD,0,-Inf
7729 ROCHELLE RD,0,465
7751 3RD STREET RD,388,1096
7755 3RD STREET RD,935.5,1136
776 LOGAN ST,438,1403
779 S CLAY ST,3504.5,1426
780 S SHELBY ST,323.22,1165
7800 COLUMBINE DR,1282.5,1564
7802 CARNATION DR,1133,107
7802 COLUMBINE DR,0,1412
7803 MACKIE LN,125,1074
7803 ST ANDREWS CHURCH RD 70,918.19,822
7804 WOLFCREEK CT,0,113
7806 LESANE DR,495.5,1578
7807 TREVINO WAY,0,762
7808 GAYEWAY DR,0,786
7810 HEPATICA DR,40.25,1524
7812 WATERING PL,0,-Inf
7815 APPLEVIEW LN,0,851
7816 JOYCE DR,566.75,25
7817 BRIDLEWOOD PL,216.5,1026
7817 CONIFER DR,203,486
7818 BRAMBLE LN,145,1152
782 S SHELBY ST,1318.56,1517
7821 BRIDLEWOOD PL,0,1026
7823 ALYSSUM DR,76.5,1215
7823 BRIDLEWOOD PL,0,1026
7825 BRIDLEWOOD PL,0,1026
783 S SHELBY ST,334.5,479
7847 PRESTON HWY,0,501
785 S CLAY ST,112,115
7900 SHERRY LYNN CT,689.5,513
7901 JENNIFER RIDGE PL,839.5,1493
7902 NAPLES RD,0,484
7903 BLUEBONNET RD,0,787
7903 BRISCOE WOODS DR,2152.68,1521
7904 PRINCESS WOOD CT,0,1080
7904 SHERRY LYNN CT,893.75,768
7905 JUDGE BLVD,0,113
7907 BRISCOE WOODS DR,2376.44,1515
7908 SHERRY LYNN CT,891.58,1360
7909 BRAMBLE LN,3519.04,1535
7909 MANGO DR,0,864
7910 CANDLEGLOW LN,114.74,1167
7910 CARNATION DR,498,975
7910 CEDAR BROOK DR,0,836
7910 NOTTOWAY CIR,0,954
7911 OSBORNE DR,543.94,829
7912 CRESTHAVEN DR,0,1521
7912 SMYRNA PKY,1e3,838
7913 BROOKRIDGE LN,1349,563
7913 CONIFER DR,0,1152
7913 CRESTHAVEN DR,1644.09,1521
7914 BLUEBONNET RD,0,403
7916 BLUEBONNET RD,701.5,1094
7917 CANDLEGLOW LN,433,374
7918 BLUEBONNET RD,0,762
7920 GRANDMEADOW LN,0,1186
7945 3RD STREET RD,541.25,400
8 CILLIA RD,2758.93,1375
8 HILL TOP CT,0,660
800 ASH ST,0,684
800 OLDHAM ST,0,1468
800 S 36TH ST,925,411
800 S 38TH ST,4651.2300000000005,1555
800 S 39TH ST,374.2,317
8000 CONIFER DR,774.5,975
8000 HORIZON LN,1287.28,1514
8000 NATIONAL TPKE,216.5,484
8000 ROCHELLE RD,0,1244
8000 WOLF PEN BRANCH RD,1308,1418
8001 RED BUD HILL DR,1217.25,838
8002 AFTERGLOW DR,0,-Inf
8003 3RD STREET RD,0,344
8004 ADAMS RUN RD,2242,1573
8004 WATTERSON TRL,310.25,26
8005 DAFFODIL DR,0,787
8005 EDSEL LN,0,474
8005 TROUTWOOD CT,0,-Inf
8006 WATTERSON TRL,0,1151
8007 APPLE VALLEY DR,179.25,1473
8008 CAVEWOOD CT,0,823
8008 JONQUIL DR,865.5,1094
8008 JUDGE BLVD,475,1507
8008 NANCY LN,0,1152
8009 BRAMBLE LN,108.25,43
801 HAZEL ST,64.5,1313
801 LOGAN ST,0,148
801 S 15TH ST,1012.25,1389
801 S 41ST ST,992.75,495
8012 BLAKE LN,62.5,1487
8012 JUDGE BLVD,0,-Inf
8014 WOODBURY DR,0,660
8018 GRANDMEADOW LN,202.24,816
8019 BEULAH CHURCH RD,93.75,477
802 CECIL AVE,1545.96,1472
802 LOGAN ST,674,341
802 S 40TH ST,249.47,1172
802 S 42ND ST,446,127
803 GLENGARRY DR,95.75,1472
803 S CLAY ST,1025.5,1390
803 W FLORENCE AVE,699.5,1367
804 CALDWELL ST,1992.29,803
804 LOGAN ST,282.64,1158
805 S 41ST ST,0,32
805 S CLAY ST,1214.91,1271
806 CECIL AVE,2768.72,1571
806 LONGFIELD AVE,0,326
806 N 33RD ST,892.04,320
806 S 45TH ST,334.5,159
806 W ST CATHERINE ST,2375.05,1524
806 W WHITNEY AVE,62.5,1074
807 S 31ST ST,2385.79,1258
807 S 35TH ST,2967.66,1571
807 S 42ND ST,903.5,472
808 LOGAN ST,252,1339
808 OAKLAND AVE,1780.23,1475
808 S 22ND ST,789.75,1185
808 S 39TH ST,381.5,1257
808 W ST CATHERINE ST,216.5,677
809 DRESDEN AVE,1941.71,1538
809 S 23RD ST,156.25,1013
809 S 31ST ST,5495.46,1417
809 S CLAY ST,471,338
810 MOUNT HOLLY RD,905.76,1514
810 S 35TH ST,0,226
810 S 38TH ST,797,1172
810 S 42ND ST,3282.7200000000003,1460
810 SUTCLIFFE AVE,921.89,437
810 W ST CATHERINE ST,0,46
8100 KENHURST DR,364.75,1458
8100 LYNDON PARK LN,0,1213
8100 TERRY RD,3280,1550
8101 BEULAH CHURCH RD,315,1186
8101 PINA WAY,93.75,824
8102 MIMOSA DR,474.68,313
8104 EAGLES CREST CT,0,1500
8106 WATTERSON TRL,1475,780
8107 ATLANTA PKY,2088.54,467
8107 NANCY LN,0,1152
8107 ZELMA FIELDS AVE,0,1180
8109 ARNOLDTOWN RD,6322.5199999999995,1277
8109 BLUE LICK RD,0,1194
8109 ROCKY GAP RD,948,157
811 MILTON ST,233,571
811 S 23RD ST,652.5,414
811 S 33RD ST,294.47,1038
811 S 42ND ST,341.25,127
8110 EAGLES CREST CT,0,822
8111 LINDA RD,1303.07,927
8111 SPRINT CT,0,93
8112 KERRY RD,526.75,485
8113 MINOR LN,150.4,1020
8117 BLUE LICK RD,983.29,1193
812 S 22ND ST,342.83000000000004,1165
812 S 22ND ST A,310.25,1163
812 S 23RD ST,324.75,1055
812 S 33RD ST,3264.66,1370
812 S 35TH ST,5110.67,1573
812 SUTCLIFFE AVE,544.69,822
812 W ST CATHERINE ST,1911.6100000000001,1524
8122 AFTERGLOW DR,433,787
813 FRANKLIN ST,238,737
813 GLENGARRY DR,125,487
813 HAZEL ST,4022.59,1508
813 LOUIS COLEMAN JR DR,236.5,1053
813 S 23RD ST,679.5,1013
813 S 36TH ST,4191.52,1522
813 S 38TH ST,2322,865
8131 AFTERGLOW DR,1095.57,424
814 E MAIN ST,609,45
814 HUMLER ST,1934.42,1109
814 S 22ND ST,0,1024
814 S 33RD ST,0,1468
815 BLUEGRASS AVE,3807.92,1271
815 CECIL AVE,632.4,1417
815 HUMLER ST,0,1054
815 MCKINLEY AVE,426,884
815 N 33RD ST,649,333
815 S 23RD ST,5512.24,1531
8150 ENTRANCE RD,1158,1466
816 ASH ST,0,312
816 DRESDEN AVE,1046.61,1480
816 N 33RD ST,62.5,186
816 S 22ND ST,0,1024
816 S 23RD ST,0,52
816 S 37TH ST,108.9,68
816 S SHELBY ST,682,1187
817 CECIL AVE,1723.97,831
817 LOGAN ST,0,114
817 LOUIS COLEMAN JR DR,0,856
817 WELLER AVE,446,1209
818 DRESDEN AVE,572.5,186
818 FORREST ST,324.5,1089
818 HAZEL ST,344.75,320
818 S 40TH ST,108.25,346
819 CECIL AVE,0,47
819 DEARBORN AVE,3140.62,1493
819 E BURNETT AVE,3038.75,1538
819 FORREST ST,0,864
819 LAMPTON ST 1,0,80
819 S 33RD ST,279,38
820 ASH ST,1582.3600000000001,807
820 FORREST ST,418.25,1089
820 HUMLER ST,0,828
820 S 23RD ST,1951,726
820 S 33RD ST,2344.9700000000003,1151
820 S 40TH ST,3210.5,1417
820 SUTCLIFFE AVE,1556,626
8200 PRESTON HWY,4186.1900000000005,830
8200 RESTORATION DR,736.5,425
8201 PANDOREA DR,0,786
8202 DEVONSHIRE DR,1183,1286
8204 ZELMA FIELDS AVE,2622.5499999999997,1445
8207 CRIS DR,234,1139
8208 GRANDEL PL,0,1151
8208 SEALSTON DR,0,1579
8208 WHIPPS MILL RD,203,373
8209 CHICKERING WAY,348.2,1552
821 CAMDEN AVE,216.5,415
821 DEARBORN AVE,2958.2,1520
821 HUMLER ST,62.5,956
821 S 17TH ST,231.72,75
821 S 23RD ST,0,1027
821 S 33RD ST,8723.53,1488
821 S 38TH ST,1652.6,1538
8210 GRANDEL PL,0,711
8211 DELIDO RD,0,106
8211 KERRY RD,556.61,1507
8211 SPRINT CT,0,1500
8214 TWIN LAKES CT,0,1551
8215 NANCY LN,281.5,115
8217 VAUGHN MILL RD,0,1179
822 BEECHER ST,188,1101
822 S 36TH ST,0,1173
823 E CHESTNUT ST,2351.25,1160
823 HAZEL ST,229.47,1486
823 S 13TH ST,513.9,928
823 S 32ND ST,2101.72,1444
823 S JACKSON ST,2989.69,1425
824 S 23RD ST,596,726
824 S 42ND ST,0,1171
824 W WHITNEY AVE,1500.25,744
825 FORREST ST,304.5,1089
825 LOUIS COLEMAN JR DR,1897.75,1307
825 S 42ND ST,275.47,1373
826 BROOKLINE AVE,0,1153
826 S 23RD ST,432.47,906
826 S 37TH ST,2053.5,1461
826 S 38TH ST,5512.8,1572
827 LOUIS COLEMAN JR DR,4893.49,1509
827 W EVELYN AVE,2215.5,1516
828 ASH ST,0,1201
828 HAZEL ST,3359.21,1509
828 LOUIS COLEMAN JR DR,561.25,471
828 READING RD,0,1199
828 S 40TH ST,511.5,1570
828 SUTCLIFFE AVE,1191.5,1563
829 E CHESTNUT ST,214.06,418
829 LOUIS COLEMAN JR DR,3232.93,1453
829 S 40TH ST,1916.72,1579
829 W EVELYN AVE,0,1376
830 DRESDEN AVE,4586.25,1516
830 LOGAN ST,0,1461
830 S 12TH ST,2949.5,1297
8300 GLOXINIA DR,364.75,745
8300 KIMBERLY WAY,0,74
8301 TOLLS LN,0,751
8302 VAUGHN MILL RD,0,1179
8305 ASPEN AVE,0,1460
8306 DALTON RIDGE PL,171.4,620
8307 OLIVE HILL CT,890.5,1377
8307 ROSEBOROUGH RD,114.74,1179
8307 STAR POINT CT,0,1158
8308 SHEPHERDSVILLE RD,97.54,1452
8309 3RD STREET RD,205.78,1199
8309 PENNSYLVANIA RUN RD,0,1179
831 S 32ND ST,4470.5,1507
8313 SMYRNA PKY,0,838
8313 TWISTED PINE RD,101.32,394
8315 LINDA RD,3140.79,1193
832 E CHESTNUT ST,1520.46,1195
832 HAZEL ST,3368.02,1558
832 MARSHALL ST,0,1195
832 S 38TH ST,0,493
832 W WHITNEY AVE,593,1375
833 HAZEL ST,0,703
833 S 41ST ST,743.18,1573
834 HAZEL ST,2813.41,1446
834 LOUIS COLEMAN JR DR,434,1437
834 MARSHALL ST,282.64,618
834 MULBERRY ST,1693.44,1123
8346 DORINDA DR,2845,1577
835 HAZEL ST,4164.44,1403
835 S 23RD ST,0,1017
835 S 31ST ST,740.15,752
835 S 33RD ST,3799.77,1468
835 S 37TH ST,512,138
835 S 38TH ST,0,712
835 S SHELBY ST,471,802
836 GLEAM DR,0,787
836 S 12TH ST,7380.12,1514
836 S 32ND ST,348.5,376
836 S 41ST ST,349.5,1503
836 S PRESTON ST,3452398,341
836 SUTCLIFFE AVE,1999.69,1173
837 HAZEL ST,1411.9,719
837 LOUIS COLEMAN JR DR,1775,233
837 S 28TH ST,0,843
837 S 32ND ST,3522.2200000000003,1496
838 DENMARK ST,0,1440
838 S 37TH ST,4125.25,1311
839 BEECHER ST,2212.75,625
839 S 28TH ST,561.25,380
839 S 31ST ST,64.5,1426
840 DEARBORN AVE,1011.7,150
840 S 31ST ST,95.75,1545
840 S 6TH ST,100,1464
8400 ARCHWOOD CT,463,131
8403 ADAMS RUN RD,0,1529
8403 WINDWOOD CT,101.54,1502
8406 PRESTON HWY,581.25,39
8407 LINDA RD,0,732
8407 SEAFORTH DR,0,786
8409 DAMASCUS RD,640.29,821
841 S 23RD ST,203,1200
8411 FOX RIDGE CT,973.41,1374
8413 LINDA RD,355.75,885
8416 LACEVINE PL,304.5,74
842 S 22ND ST,1708.33,1502
8421 ROSEBOROUGH RD,0,1179
8422 ROSEBOROUGH RD,153,1286
843 S 23RD ST,3084.75,1565
843 S 33RD ST,2676,1207
843 S 37TH ST,2284.1,1566
843 SUTCLIFFE AVE,246.5,255
844 LINWOOD AVE,670,761
845 S 23RD ST,203,1200
845 S 26TH ST,2696.29,1578
845 S 33RD ST,64.5,1369
846 S 23RD ST,2621.91,1439
847 S 13TH ST,1359.2,912
847 SUTCLIFFE AVE,1263.3,1192
848 MELFORD AVE,649.5,39
848 S 22ND ST,1793.47,1116
849 S 23RD ST,1794.82,1545
849 S 26TH ST,4897.81,1376
850 HUMLER ST,2215.36,1545
850 S 23RD ST,0,354
8501 DENISE DR,0,859
8502 BOST LN,641,1495
8502 LONG RIFLE CT,0,-Inf
8504 BOST LN,0,787
8504 BRANCHTREE PL,497.5,1349
8505 COCO CT,480.75,1110
8505 LINDA RD,0,884
8507 3RD STREET RD,539.5,1500
8508 SHIRLEY LN,6581.77,1228
8509 BOST LN,0,1552
8509 TOLLS LN,2816.75,1522
851 S 23RD ST,3382.57,1545
8511 GAINSBOROUGH DR,188,1139
8511 LINDA RD,0,786
8511 SHIRLEY LN,0,858
8518 CHASE RD,863.75,1489
852 S 22ND ST A,2113.57,1200
8521 BURLINGAME RD,0,830
8521 MOODY RD,301,1531
8523 PEGGY DR,0,1452
853 S 23RD ST,1086.13,1556
853 S 26TH ST,93.75,961
8537 VICKI LN,862.75,1489
854 HUMLER ST,354.75,1545
854 S 22ND ST,0,1039
854 S 7TH ST,0,-Inf
856 S 22ND ST,0,921
857 S 25TH ST,3663.29,1545
857 S 26TH ST,2969.7200000000003,1473
858 S 25TH ST,3943.15,1545
859 S 23RD ST,335.25,1452
859 S 26TH ST,948,1312
8593 VICKI LN,541.25,711
860 S 23RD ST,2651.72,1545
860 S 25TH ST,3432.83,1545
8602 CANOPUS PL,4617.26,1572
8602 EMRICH AVE,0,1151
8609 AUGUSTINE WAY,0,780
8609 BOST LN,1662.54,1494
861 S 25TH ST,616,1230
861 S 26TH ST,3207.7,1370
861 S 32ND ST,75.11,1299
8612 BOST LN,297,1495
8613 RUNNING FOX CIR,0,289
8615 OLD BATES RD,7629.1,1447
8618 TIMBER HOLLOW CT,0,1555
862 HUMLER ST,707,1503
8620 BLUEBELL DR,982.04,1094
8620 GARDEN GATE CIR,0,425
8621 TIMBER HOLLOW CT,0,1555
8625 RUNNING FOX CIR,236.5,96
8626 GLASER LN,220.5,1578
863 S 23RD ST,2134.23,1545
863 S 24TH ST,1699.79,1545
864 FETTER AVE,0,1488
864 MIDWAY AVE,4068.58,1544
865 S 24TH ST,3056.1,1522
866 MIDWAY AVE,216.5,1544
866 S 24TH ST,727.04,1545
8703 JEN CT,735.41,1111
8703 JUMPER PL,2923.41,1251
8703 MOODY RD,1059.25,705
8704 SHEPHERDSVILLE RD,0,93
8706 FERNDALE RD,1117,1552
8706 SHEPHERDSVILLE RD,0,93
8712 W MANSLICK RD,1884.75,1068
8713 ROSSHIRE DR,1104.4299999999998,1528
8715 COTTINGHAM WAY,0,327
8715 ROSSHIRE DR,564.55,1167
8719 BLUE LICK RD,0,1202
8719 GARY WAY,727.5,1452
8721 VISION PL,453,418
8742 RUNNING FOX CIR,0,-Inf
88 VALLEY RD,0,94
8800 JAMES R RD,364.75,710
8800 MCKENNA WAY,0,89
8803 FERNDALE RD,229.47,96
8805 BLUE LICK RD,1430.6100000000001,1479
8805 TRANQUIL VALLEY LN,458.94,96
8807 TERRY RD,1569.31,1536
8807 TRANQUIL VALLEY LN,0,474
8809 TRANQUIL VALLEY LN,0,467
8809 WILLOWCREEK DR,0,477
8812 ARISTIDES DR,656.5,1402
8812 BLUEBELL DR,0,836
8818 ELI DR,0,1467
888 CLARKS LN,1097,1522
8901 MAPLECREEK DR,0,662
8902 ARISTIDES DR,0,-Inf
8903 ELI DR,396.64,1060
8903 THOMPSON LN,62.5,1192
8904 3RD STREET RD,671.5,822
8905 BLUEBELL DR,0,-Inf
8906 3RD STREET RD,2372.35,647
8909 OLD SOUTH PARK RD,419.5,1142
8911 COLLINGWOOD RD,160.04,725
8911 WILLIAM PENN WAY,127,1341
8912 MAPLECREEK DR,546,1220
8920 WIMSATT WAY,0,344
9 KENIL CT,0,108
900 BRENTWOOD AVE,95.75,1445
900 CAMDEN AVE,216.5,457
900 CECIL AVE,2600.94,1507
900 S 12TH ST,498,1074
900 TEXAS AVE,256.5,1153
9002 MAPLEVIEW DR,0,1160
9003 MAPLE RD,2061.3,656
9004 DENISE DR,354.75,4
9004 HURSTWOOD CT,0,1152
9006 DENISE DR,364.75,-6
9007 FERN CREEK RD,727.94,1185
9008 WALTER AVE,2480.04,1263
901 BEECHER ST,0,710
901 CAMDEN AVE,1117.25,464
901 E WASHINGTON ST,0,1215
9011 SAGEBRUSH CT,216.5,453
9012 PINNACLE PLACE DR,0,1192
9013 PINNACLE PLACE DR,216.5,760
9015 BRANDYWYNE DR,973.75,1487
9015 MOONGLOW AVE,0,100
9017 PINNACLE PLACE DR,324.75,760
902 BRENTWOOD AVE,0,23
902 CHARLES ST,108.25,61
902 SAMUEL ST,614,1559
9022 CHENAULT RD,445,1006
903 ALGONQUIN PKY,433,1136
903 CLARKS LN,758.47,1461
904 CHARLES ST,301.5,61
904 S 22ND ST,2738.71,1571
904 W RIVERSIDE DR,2414,1563
905 S 17TH ST,62.5,816
905 S 47TH ST,1043.25,1389
906 CECIL AVE,638.79,95
906 E JEFFERSON ST,0,326
906 S HANCOCK ST,93.75,45
906 S SHELBY ST,3298.65,1551
907 BEECHER ST,2367.5,1370
907 GOSS AVE,0,730
907 S 6TH ST,203,1081
907 W FLORENCE AVE,2143.65,249
907 W WHITNEY AVE,384.2,744
9070 DIXIE HWY,0,68
908 BRENTWOOD AVE,80.86,1480
908 S 43RD ST,188,414
909 S 6TH ST,0,765
910 CECIL AVE,1179.25,1573
910 S 17TH ST,1454.75,1543
910 S 44TH ST,0,-Inf
910 WHITES LN,0,1466
9100 PINNACLE PLACE DR,0,760
9101 CINDERELLA LN,561.25,789
9101 FOXPLUM CT,0,760
9102 FAIRRIDGE DR,1073,1207
9102 MAPLECREEK DR,298,1142
9102 PINNACLE PLACE DR,0,760
9102 WALTLEE RD,0,474
9103 PINNACLE PLACE DR,0,793
9103 W MANSLICK RD,0,1439
9103 WOODDALE DR,655.6125,1557
9104 CHENAULT RD,0,786
9105 FOXPLUM CT,0,760
9108 MAPLEVIEW DR,3445.06,1517
9109 PROSPECT ST,0,1419
911 CECIL AVE,479.75,1465
911 S 32ND ST,4016.5,1468
9110 PINNACLE PLACE DR,0,760
9111 BLUE LICK RD,888,465
9111 SHEVIE DR,334.5,1214
9112 LANTANA DR,859.5,16
9112 PINNACLE PLACE DR,0,760
9113 MITCHELL LN,0,842
9114 NEW MAPLE RD,528.5,879
912 W WHITNEY AVE,0,816
